MESSAGE,THEME,SENTIMENT,USER NAME,TYPE POST,TYPE USER,SERVICE,OBJECT NAME
"· ₫100,000 Da Kao, Ho Chi Minh, Vietnam Bạn có sử dụng Internetbanking của Vietcombank , ACB,Sacombank,OCB,TPbank,VPBank,Exibank,BIDV. hãy liên kết với những tiện ích của ví Momo để nhận 110k -\-\Bước 1: Lên Appstore (với iphone) hoặc CHPlay (với android)",3,NEUTRAL,Smartphone Na KT,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 Ha Tin', Hà Tĩnh, Vietnam Bạn nào có tk Vietcombank đã đăng kí internet banking và muốn kiếm 1 ngày >1trieu không ạ? Ib mình ngay nhé",3,NEUTRAL,Như Quỳnh Ngg,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 Ha Tin', Hà Tĩnh, Vietnam Bạn nào có tk Vietcombank đã đăng kí internet banking và muốn kiếm 1 ngày >1trieu không ạ? Ib mình ngay nhé",3,NEUTRAL,Như Quỳnh Ngg,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 Ha Tin', Hà Tĩnh, Vietnam Bạn nào có tk Vietcombank đã đăng kí internet banking và muốn kiếm 1 ngày >1trieu không ạ? Ib mình ngay nhé",3,NEUTRAL,Như Quỳnh Ngg,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 hương trình KM áp dụng từ ngày 10/3-30/9/2017 ,khi khách hàng lần đầu tiên liên kết ngân hàng với ví MoMo sẽ nhận dược 100.000đồng Áp dụng cho các ngân hàng:VCB,VPB,TPB,OCB,ACB,EXim bank,BIDV. *Để nhận được 100.000 vui lòng làm theo hướng dẫn: ",3,NEUTRAL,Vuong Truong,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 Sóc Trăng Province Tri Ân Khách Hàng VIETCOMBANK Các bạn ở Sóc Trăng đã mở tài ngân hàng Vietcombank (không phân biệt chi nhánh) mà chưa từng liên kết với Ví Momo thì liên hệ với mình nhé! 10 bạn đầu tiên sẽ nhận được 100k tiền mặt sau khi liên",3,NEUTRAL,Kamie Kamie,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 Thành phố Hồ Chí Minh Alo.BIDV,Sacombank,Vietcombank,TPbank,VPbank, OCB,Exibank,ACB & MOMO CHÍNH THỨC HỢP TÁC - TẶNG NGAY 100.000Đ KHI LIÊN KẾT e-Banking VỚI MOMO Từ nay, khi liên kết e-Banking với MoMo, khách hàng BIDV dễ dàng Nạp/Rút tiền miễ",3,NEUTRAL,Kém Tín Hiệu Ad,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫100,000 Thành phố Hồ Chí Minh Alo.BIDV,Sacombank,Vietcombank,TPbank,VPbank, OCB,Exibank,ACB & MOMO CHÍNH THỨC HỢP TÁC - TẶNG NGAY 100.000Đ KHI LIÊN KẾT e-Banking VỚI MOMO Từ nay, khi liên kết e-Banking với MoMo, khách hàng BIDV dễ dàng Nạp/Rút tiền miễ",3,NEUTRAL,Dương Na Na,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Ad cho minh hỏi chút. Minh có chuyển nhầm tiền sang 1 số tài khoản khác, k biết giờ có lấy lại dc k ạ. Và lsao để nhận lại dc. Cám ơn",2,NEUTRAL,Đỗ Hương Lan,COMMENT,Personal Page/Group,Account Activity,VIETCOMBANK
"· ₫100,000 Thành phố Hồ Chí Minh Alo.BIDV,Sacombank,Vietcombank,TPbank,VPbank, OCB,Exibank,ACB & MOMO CHÍNH THỨC HỢP TÁC - TẶNG NGAY 100.000Đ KHI LIÊN KẾT e-Banking VỚI MOMO Từ nay, khi liên kết e-Banking với MoMo, khách hàng BIDV dễ dàng Nạp/Rút tiền miễ",3,NEUTRAL,Trịnh Nhi Yến,POST,Personal,Personal Internet Banking,VIETCOMBANK
· ₫12 Chợ Bầu Phủ Lý Mn cho e hỏi ngân hành vietcombank ở đâu nhỉ?? Klq nhưng ai bán áo dưới k ạ.. Pm e,3,NEUTRAL,Mộc Trà,POST,Personal,Branch,VIETCOMBANK
"· ₫12,345 Thái Bình, Thái Bình, Vietnam NHANH TAY SỞ HỮU NHỮNG LÔ ĐẤT CÓ VỊ TRÍ CỰC ĐẸP TRONG KHU ĐÔ THỊ DRAGON CITY. VỚI DIỆN TÍCH ĐA DẠNG TỪ 56 ĐẾN 90M2. ĐẢM BẢO TỶ SUẤT SINH LỜI CỰC CAO. NHANH TAY CHỌN NGAY LÔ ĐẸP. LH 0985926999 MR TÌNH ( PHỤ TRÁCH KIN",3,NEUTRAL,Tình Đào,POST,Personal,Banking Investment,VIETCOMBANK
ad ơi cho em hỏi tại sao trong TK ATM của em có 100k mà em rút lại báo k đủ số dư ạ,2,NEUTRAL,Minh Anh Duơng,COMMENT,Personal Page/Group,Account Activity,VIETCOMBANK
"Ad ơi, t có được cấp thẻ vietcombank năm 2014 nhưng chưa kịp kích hoạt thì bị thất lạc, đến năm 2017 t vô tình tìm được. Nhưng khi đến trụ Atm của vietcombank kích hoạt thì nhận được thông báo là tài khoản bị khóa. Không biết thẻ còn hoạt động được không,",2,NEUTRAL,Dang Vo,COMMENT,Personal Page/Group,Account Activity,VIETCOMBANK
"· ₫120,000,000 Quảng Ninh Hot: Bim Group ra mắt Condotel Citadine view Vịnh Hạ Long giá chỉ 1,025 tỷ, cam kết lợi nhuận tới 10% trong 5 năm Khu vực: Bán căn hộ chung cư tại Khu đô thị Hạ Long Marina - Thành phố Hạ Long - Quảng Ninh Giá: 1.025tỷ +Thông tin",3,NEUTRAL,Chí Chưởng,POST,Personal,Personal Loan,VIETCOMBANK
"· ₫121,000,000 Thành phố Hồ Chí Minh +Căn hộ 2PN 2WC. Diện tích 60m2 +Mặt tiền Phan Văn Hớn. +Cửa Bắc, view Nam (nhìn ra Phan Văn Hớn, sân bay TSN). +Cam kết giá tốt nhất Khu vực. +Ngân hàng Vietcombank bảo lãnh hỗ trợ cho vay 70% *** Inbox hoặc liên hệ H",3,NEUTRAL,Nguyễn Quốc Minh Tâm,POST,Personal,Banking Investment,VIETCOMBANK
"· ₫123 Hạ Long (thành phố) CHÍNH SÁCH BÁN HÀNG CHÍNH THỨC DỰ ÁN Chỉ 25% ký ngay HĐMB Ngân hàng hỗ trợ lên tới 70% Giá bán CH với lãi suất 0% đến khi nhận nhà Quý IV 2018 Ngân hàng hỗ trợ: Tienphongbank, Vietcombank -\-\-\-\- Liên hệ để được tư vấn chi tiế",3,NEUTRAL,Bđs Hạ Long,POST,Personal,Personal Loan,VIETCOMBANK
· Muốn bùng cháy với cái atm vietcombank dã man.,2,NEGATIVE,Như Như,POST,Personal,Account Activity,VIETCOMBANK
"· ₫15,000 Huế Cần bán đất kiệt ô tô đường Bà Triệu TP Huế . S : 200 m2 . Nhà C4 , thoáng mát . Có thể vào ở ngay . Giá bán : 15 triệu / m2 . Có thương lượng . Hướng Đông Nam .  Khu tập trung dân cư sầm uất , an ninh tốt , dân trí cao ... gần siêu thi Big ",3,NEUTRAL,Vũ Nguyen,POST,Personal,Personal Loan,VIETCOMBANK
"· ₫2 Tan Van, Vietnam ROSITA GARDEN Dự án Nhà Phố mới của CĐT Khang Điền - Giá chỉ từ 2,98 tỷ ( Chưa VAT ) - Nguyễn Duy Trinh Q.9 nhận ngay ĐẤT và NHÀ + Tiện ích hồ bơi, công viên, Gym,....... -Liên hệ ngay: 0937 709 001 - lấy căn đẹp số ƯU TIÊN - - - - -",3,NEUTRAL,Hương Xuân,POST,Personal,Personal Loan,VIETCOMBANK
"· ₫2,200,000,000 Hà Nội AN BÌNH CITY: Đẳng cấp 5*- Giá Chỉ 3* Thành phố xanh - Sống trong lành Địa chỉ: 232 Phạm Văn Đồng- cạnh Bộ Công An và siêu thị Metro Chung cư An Bình City được xây dựng dựa trên ý tưởng về một khu đô thị hiện đại mang phong cách ki",3,NEUTRAL,Quỳnh Nguyễn,POST,Personal,Personal Loan,VIETCOMBANK
"· ₫2,500,000,000 Nha Trang Bán đất dự án VCN Phước Long rất uy tín, ngay trung tâm Tp Nha Trang, cách biển và đường Trần Phú 2km, gần sân bay cũ. Dự án không bị thế chấp ngân hàng, có thư bảo lãnh Vietcombank, tháng 9/2017 bàn giao đất, hiện đang xây nhà ",3,NEUTRAL,Hoàng Mỹ Dung,POST,Personal,Banking Investment,VIETCOMBANK
"· ₫200 Huế Thành quả của mình. Dù ít thôi nhưng do nó là thụ động nên mình vẫn bị KÍCH THÍCH lắm. Bạn nào muốn biết cách thì inbox mình share cho nhé. Phải có 1 trong các thẻ: VIETCOMBANK, BIDV, ACB, VPBANK, SACOMBANK, TPBANK, EXIMBANK hoặc OCB BANK mới đ",3,NEUTRAL,Nguyên Thanh,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫200 Huế Thành quả của mình. Dù ít thôi nhưng do nó là thụ động nên mình vẫn bị KÍCH THÍCH lắm. Bạn nào muốn biết cách thì inbox mình share cho nhé. Phải có 1 trong các thẻ: VIETCOMBANK, BIDV, ACB, VPBANK, SACOMBANK, TPBANK, EXIMBANK hoặc OCB BANK mới đ",3,NEUTRAL,Thanh Chau,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫200 Huế Thành quả của mình. Dù ít thôi nhưng do nó là thụ động nên mình vẫn bị KÍCH THÍCH lắm. Bạn nào muốn biết cách thì inbox mình share cho nhé. Phải có 1 trong các thẻ: VIETCOMBANK, BIDV, ACB, VPBANK, SACOMBANK, TPBANK, EXIMBANK hoặc OCB BANK mới đ",3,NEUTRAL,Thanh Chau,POST,Personal,Personal Internet Banking,VIETCOMBANK
· Tiền thu đều đều mà đến cái sms ko gửi được tới điện thoại! Chịu cái Vietcombank,2,NEGATIVE,Lê Thanh Tùng,POST,Personal,Account Activity,VIETCOMBANK
"· ₫200 Huế Thành quả của mình. Dù ít thôi nhưng do nó là thụ động nên mình vẫn bị KÍCH THÍCH lắm. Bạn nào muốn biết cách thì inbox mình share cho nhé. Phải có 1 trong các thẻ: VIETCOMBANK, BIDV, ACB, VPBANK, SACOMBANK, TPBANK, EXIMBANK hoặc OCB BANK mới đ",3,NEUTRAL,Thanh Chau,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫200 Vinh Yen, Lạng Sơn, Vietnam Bạn nào có thẻ Vietcombank , OCB , VPBank , TPBank , Eximbank , ACB , Sacombank , BIDV sử dụng INTERNET BANKING hoặc EBANKING ib mình hướng dẫn kiếm 200k/ngày Lưu ý : K CÓ TIỀN TRONG TÀI KHOẢNCŨNG LÀM ĐC NHÉ !!",3,NEUTRAL,Vũ Ngọc Thuỷ,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫200,000 Hà Nội Bạn nào dùng thẻ VCB, BIDV,VPBank, TPBank,OCB,ACB,EXIBank,Sacombank có dùng internetbanking inbox mình hướng dẫn kiếm 200k/1 ngày!",3,NEUTRAL,Phan Kiến Quốc,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫200,000,000 Thành phố Hồ Chí Minh Dự án vision one tại bình tân . Đang thu hút mọi người . Giá siêu tốt . Chỉ với 850tr ( đã VAT ) . Bạn đã sở hữu 1 căn hộ đẳng cấp sang trọng với thiết kế tinh tế của kiến trúc sư người Pháp . Thanh toán 20% sở hữu nga",3,NEUTRAL,Huỳnh Diệp Như Ngọc,POST,Personal,Personal Loan,VIETCOMBANK
· ₫240 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Hôm nay ( 27/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h ) ,3,NEUTRAL,Thùy Trinh Huỳnh Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
· ₫240 Cần thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 5 ( 27/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Thiên Thy,POST,Personal,Personal Internet Banking,VIETCOMBANK
· ₫240 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 5 ( 27/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Thùy Trinh Huỳnh Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
· ₫240 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 5 ( 27/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Trinh Trenny,POST,Personal,Personal Internet Banking,VIETCOMBANK
Ad trả lời tin nhắn dùm em ạ,4,NEUTRAL,Phạm Thị Thanh Phương,COMMENT,Personal Page/Group,Customer Care,VIETCOMBANK
· ₫240 Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần 20 bạn hôm nay thứ 4(25/7) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB Trần Văn Khéo . Đặc biệt nhận,3,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
· ₫240 Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần 20 bạn hôm nay thứ 4(25/7) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB Trần Văn Khéo . Đặc biệt nhận,3,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
· ₫240 Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần 20 bạn ngày mai thứ 4(25/7) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB Trần Văn Khéo . Đặc biệt nhậ,3,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
"add cho m hỏi , m chuyển tiền cùng NH vcb , m đã bị trừ tiền trong TK và có thông báo đã chuyển thành công mà bên nhận vẫn chưa được là sao ạ",2,NEUTRAL,Phạm Lan,COMMENT,Personal Page/Group,Account Activity,VIETCOMBANK
· ₫240 Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần 20 bạn thứ 3(25/7) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB Trần Văn Khéo . Đặc biệt nhận ngay : ,3,NEUTRAL,KenJi Hồ,POST,Personal,Credit card,VIETCOMBANK
"· ₫240 Cần Thơ Chương trình tri ân khách hàng, mở thẻ Vietcombank miễn phí nhận 240k. Cần thêm 20 bạn thứ 3(25/7) đến Vietcombank mở thẻ ATM . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB Trần Văn Khéo . Có thẻ rồi nhận 100k tiền mặt ! Đăng ký miễn phí Đặ",3,NEUTRAL,KenJi Hồ,POST,Personal,Credit card,VIETCOMBANK
"· ₫240 Huế Hot những bạn đã có thẻ vpbank thì ib mình chỉ cách kiếm 40k nạp tiền đt nhé nếu có thẻ vietcom thì sẽ có cơ hội nhận đc 100k vào tk ai chưa có thẻ thì đi làm thẻ,nhận đc thêm 50k trong thẻ và 60k tiền mặt nửa Hoàn toàn miễn phí có chứng minh l",3,NEUTRAL,Nguyên Thanh,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫240 Huế Xin chào!bên mình nhận làm thẻ atm, ngân hàng vietcombank, miễn phí và bạn sẽ nhận đc 50k trong tk thẻ và 60k tiền mặt(70k nếu lấy thẻ đt) Yêu cầu trên 16t có chứng minh Sau đó bạn sẽ đc làm thêm 1 thẻ ngân hàng vpbank,bạn cũng nhận đc 60k tiền",3,NEUTRAL,Thanh Chau,POST,Personal,Debit Card,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 2( 31/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h )",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 2( 31/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h )",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 2( 31/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h )",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
Add cho m hỏi ở tp thái nguyên có điểm gd ở đc nào ạ,2,NEUTRAL,Nguyễn Yến,COMMENT,Personal Page/Group,Branch,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 3 ( 25/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h ",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 5( 27/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h )",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
Ai có thẻ VCB ibox mình có 200k .nếu chưa sài ví momo. Còn sài rùi là 100k,2,NEUTRAL,Trịnh Nhi Yến,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 5( 27/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h )",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày thứ 4 ( 26/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h ) tạ",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày thứ 4 ( 26/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h ) tạ",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
"· Thực sự là bị kết TECHCOMBANK lắm ý . Giao diện dễ sử dụng , chuyển khoản tất cả các ngân hàng đều không mất phí chuyển tiền, trước chỉ gửi tiết kiệm thôi mà đc các chị bảo vụ phone banking này mới bít . Sướng kinh khủng . Share cho mng thui nè mặc dù 9",2,NEGATIVE,Thúy Ngọc Nguyễn,POST,Personal,Security,VIETCOMBANK
"Ai chưa liên kết momo ib mình nha,nhập mã chia sẻ mình rồi mình chuyển tặng thêm các bạn 50k nữa! Uy tín nói là lm nha",2,NEUTRAL,Thái Kim Khánh,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày thứ 4 ( 26/07 ) Sáng ( 8h-11h) và Chiều ( 1h30-4h ) tạ",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
· Chịu hết nổi với Vietcombank... Mỗi lần giao dịch trừ nhầm tiền thì xác định tra soát 7 tháng vẫn chưa lấy lại được tiền &$&&@?@,2,NEGATIVE,Ho Thu Thao,POST,Personal,Account Activity,VIETCOMBANK
"· Thằng app VCB trên mobile tuy thông minh trong việc thanh toán chuyển khoản online, nạp tiền đt xác nhận vân tay nhanh vcl, nhưng lại khá shit trong chuyện đưa ra các chi nhánh, PGD và ATM gần nhất. Nãy bật lên check lòng vòng Q5, nó suggest 4 chỗ chạy ",2,NEGATIVE,Vu Thanh Hai,POST,Personal,Personal Internet Banking,VIETCOMBANK
