MESSAGE,THEME,USER NAME,SENTIMENT,TYPE POST,TYPE USER,SERVICE,OBJECT NAME
"Share để thông tin đến nhiều AE tâm huyết với nông nghiệp Loc Nguyen Sacombank · BẠN BIẾT GÌ VỀ NÔNG NGHIỆP CÔNG NGHỆ CAO ================================================ Ứng dụng công nghệ mới trong sản xuất sẽ tạo ra các bước đột phá về chất lượng, sản ",1,Ấp Ánh Sáng,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"Nạn nhân của Tên trộm thành Bá đa. Click for more Posted by 63,106 Views Cộng Hòa · Ông Trầm Bê đâu, sao không có mặt? Ý kiến Bà Giáo Già Cổ Đông Viên Sacombank Nguồn Thương Gia Online",2,Augustine Le,NEGATIVE,POST,Personal,Management,SACOMBANK
· Khách hàng trúng thưởng tham gia chương trình hè rộn ràng Hãy đến Sacombank- PGD Quốc Lộ 22 gửi tiết kiệm để rinh quà về nhà nhé m.n ơi +4,1,Ay Da Da,NEUTRAL,POST,Personal,Saving Account,SACOMBANK
"tôi không hiểu hết bài viết này nhưng tôi hiểu một điều:đây là""nền kinh tế thị trường định hướng XHCN"" haha Trong hành động mới đây việc các ngân hàng nước ngoài bỏ chạy khỏi VN như Commonwealth Bank of Australia; HSBC; ANZ; Standard Chartered,… thì thật ",3,Ba Hu,NEUTRAL,POST,Personal,H.R,SACOMBANK
· Lan đã chuyển hết tiền từ Sacombank qua Vietcombank và ACB . Luật gì mà bankrupt - bảo hiểm trả có 75 triệu >>> Shit shit shit,2,Bá Lê,NEGATIVE,POST,Personal,No service,SACOMBANK
Vietin không chuyển khoản qua thẻ được cả cho sacom lẫn vietcom. Làm ăn gì ngộ nghĩnh!,2,Bá Lộc,NEUTRAL,POST,Personal,Account Activity,SACOMBANK
"Ngày xưa đã từng cho rằng học trường gì không hề quan trọng, bây giờ cảm thấy nó là một trong những yếu tố quan trọng nhất quyết định 4 năm ĐH của bạn sẽ ra sao. Ngày đó xuýt nữa chọn Hanu, nhưng vào phút cuối vẫn nghe con tim để đến với Neu. Bây giờ đã c",3,Bá Thị Bích,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"Sacombank có biến, chắc rút ra quá Click for more Posted by 11,394 Views Bluevn · Bạn đã xem chưa: Biến lớn tại ĐHCĐ Ngân hàng Sacombank. ""Ông Trầm Bê đâu, sao không có mặt?""",2,Bắc Băng Dương,NEGATIVE,POST,Personal,Management,SACOMBANK
"Bê bối Nội bộ sacombank Click for more Posted by 230,283 Views Công An Thành Phố · Ông Trầm Bê đâu, sao không có mặt? Sacombank có chuyện gì chăng ??",2,Bac Minh Quan,NEGATIVE,POST,Personal,Management,SACOMBANK
"Ngan sách vn giờ như thế này ne các bạn Click for more Posted by 120,473 Views Làng Vũ Đai.chipheo · Đang mổ bò ở Sacombank",2,Bac Thanh,NEGATIVE,POST,Personal,Management,SACOMBANK
""" Mới nghe Sacom sắp phá sản  Má ơi đi rút hết tiền ra thôi Giờ sài Bank nào ok vậy m.n :(( ? """,2,Bạch Doanh Doanh,NEGATIVE,POST,Personal,Other,SACOMBANK
"Ngân hàng thất thủ, mà cái thằng nó chỉnh míc chơi chó vaizz. Click for more Posted by 137,774 Views Hóng · Cổ đông Sacombank phản ứng dữ dội tại Đại hội cổ đông P/s: Lại không thấy ông Trầm Bê đâu??? Nguồn: Biến căng # hóng # bien -TN-",2,Bạch Đức,NEUTRAL,POST,Personal,Management,SACOMBANK
"8 lý do bạn nên chọn NEU để học +2 SINH VIÊN - NEU 5 new photos · [8 LÝ DO BẠN NÊN CHỌN NEU ĐỂ HỌC] (So với năm 2016, bổ sung thêm 01 lý do - Học bổng cực nhiều) Group dành riêng cho k59 NEU : http://bit.ly/k59_NEU Trường có bề dày truyền thống hơn 60 năm",3,Bạch Dương,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
Thân phận đau khổ của nhà đầu tư . Mấy ai hiểu cho đây ? Một cách để thành công nhưng có vô số cách để thất bại. Chị ấy còn có cơ hội để than trách Nhưng nhiều người khác thì không. Họ âm thầm chịu đựng đòn đau từ đủ loại rủi ro. Click for more Posted by ,2,Bạch Hưng Hùng,NEGATIVE,POST,Personal,Management,SACOMBANK
"· FREE AEON MALL Binh Duong Canary Chỉ 4 bước để nhận ngay 100.000Đ của MoMo: DOWNLOAD MoMo với từ khóa Ví MoMo trên AppStore & CH Play CÀI ĐẶT MoMo bằng số điện thoại di động của bạn -> Nhập code ""0938399342"" trong mục khuyến mãi để nhận 100.000 từ MoMo ",3,Bạch Long Quân,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"· Vụ nợ xấu tăng vọt sau khi sáp nhập PN lại được lấp liếm ngon lành thế này thì hại đám sinh viên chết thôi )) Mà lại nhớ đến vụ của Vietcombank nữa Lãi trước thuế của Sacombank tăng hơn 70% - VnExpress Kinh Doanh 6 tháng, lợi nhuận trước thuế của Sacomb",2,Bạch Thị Giao Nhâm,NEUTRAL,POST,Personal,Management,SACOMBANK
"Ai dùng SACOMBANK nhận hàng ... Có biến .... Click for more Posted by 1,130,425 Views Pavel Thao · ""Ông Trầm Bê đâu?""",2,Bạch Tuyết Lê,NEGATIVE,POST,Personal,Management,SACOMBANK
· “Tri Ân Khách Hàng – Gửi Lời Yêu Thương ” tới các bạn là SamFan và FptshopFan FPT Shop 224 Điện Biên gửi lời tri ân khách hàng đã thương yêu đến với Shop. Chương trình siêu khuyến mại đặc biệt : Dành cho khách hàng đã từng mua SamSung series S và Note t,3,BạN NaM,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Quốc Tuấn sacombank kia Click for more Posted by 1,554,666 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Băng Băng,NEGATIVE,POST,Personal,Management,SACOMBANK
· Mừng sinh nhật Sacombank Dak Lak lần thứ 11 .,4,Bánh Âu Everyday,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
· “Tri Ân Khách Hàng – Gửi Lời Yêu Thương ” tới các bạn là SamFan và FptshopFan FPT Shop 224 Điện Biên gửi lời tri ân khách hàng đã thương yêu đến với Shop. Chương trình siêu khuyến mại đặc biệt : Dành cho khách hàng đã từng mua SamSung series S và Note t,3,Bánh Bao Bé Bỏng,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"· Chúng nó như những con chó ăn cứt nhân dân ; Bòn rút không thương tiếc - Dù nó đã quá giàu Phạm Công Danh đã rút 1.800 tỷ đồng ra khỏi Sacombank như thế nào? (Dân trí) - Cần tiền để trả nợ cho ngân hàng BIDV, Phạm Công Danh đã đi vay của Sacomba",2,Bành Công Đoàn Doan,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"⛵⛵SACOMBANK TUYỂN DỤNG TRONG NGÀY 03/07 - 09/07⛵⛵

ĐÀO TẠO GIÚP NHÂN VIÊN PHÁT TRIỂN VÀ ĐẠT ĐƯỢC MỤC TIÊU NGHỀ NGHIỆP

""Chúng tôi quan niệm tuyển dụng, đào tạo và phát triển nguồn nhân lực là chiến lược đầu tư cho sự thành công trong tương lai của công ty",2,Bankwork,NEUTRAL,POST,Page,H.R,SACOMBANK
"· Mấy anh chị nào đang gửi tiền hay giao dịch ở ngân hàng sacombank nên lưu ý nhé: Giá cổ phiếu lao dốc khi xác nhập với ngân hàng Phương Nam, hiện tại vẫn đang lỗ nặng! Tương lai không biết đi về đâu.... Click for more Posted by",2,Bảo Bú Bình,NEGATIVE,POST,Personal,Management,SACOMBANK
· nãy mới share cái clip bê bối của sacombank mà bị xóa mất bài báo với video hết trơn,2,Bão Cao,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sacombank co bien roi... chia tay lien thoi... Click for more Posted by 72,259 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Bão Cát,NEGATIVE,POST,Personal,Management,SACOMBANK
"Theo cơ quan điều tra, 15 cá nhân tại Sacombank như ông Trầm Bê - Phó Chủ tịch HĐQT, ông Phan Huy Khang - Tổng giám đốc, Phan Đình Tuệ - thành viên HĐQT... có hành vi sai phạm nghiêm trọng trong việc cho vay....",2,Báo Đầu tư Chứng khoán,NEUTRAL,POST,Page,Personal Loan,SACOMBANK
"Sacombank đang có những sự thay đổi đáng kể, ít nhất là về mặt nhân sự.",3,Báo Đầu tư Chứng khoán,NEUTRAL,POST,Page,Management,SACOMBANK
"Cùng nhìn lại điểm nóng kinh tế tuần qua, Sacombank và thương vụ vào lịch sử của ông Dương Công Minh",1,Báo Đầu tư Chứng khoán,NEUTRAL,POST,Page,Management,SACOMBANK
"Sacombank bổ nhiệm quyền Tổng giám đốc

 Ngân hàng TMCP Sài Gòn Thương Tín (Sacombank) chính thức bổ nhiệm bà Nguyễn Đức Thạch Diễm, hiện là Phó Tổng giám đốc, giữ chức vụ Quyền Tổng giám đốc Ngân hàng kể từ ngày 3.7.2017. Hiện Sacombank đang thực hiện cá",1,"Báo Điện tử Danviet - Thông tin Quảng cáo, Truyền thông và Sự kiện",NEUTRAL,POST,Page,H.R,SACOMBANK
"Ai sài sacombank lo rút nha. Sacombank gần sập mịa rùi Click for more Posted by 804,111 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Bảo Khuyên,NEGATIVE,POST,Personal,Management,SACOMBANK
"Em sinh viên nào mới ta trường củng mộng Sacom hết!!! Click for more Posted by 19,295 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Bảo Lập,NEGATIVE,POST,Personal,Management,SACOMBANK
"- 6 công ty đứng tên hồ sơ vay 1.800 tỷ đồng của Sacombank đều của Phạm Công Danh. Giám đốc công ty đều là lái xe, bảo vệ, nhân viên tiếp thị... của tập đoàn Thiên Thanh do Danh dựng lên. Phạm Công Danh đề nghị xét lại bản án gây thất thoát 9.000 tỉ Dr Th",2,Báo Mới Online 24h,NEUTRAL,POST,Page,Personal Loan,SACOMBANK
"Bị cáo Phạm Công Danh tại phiên tòa ngày 9-9-2016 - Ảnh: Ngọc Dương Cơ quan Cảnh sát điều tra Bộ Công an vừa kết thúc điều tra vụ án vi phạm quy định về cho vay, cố ý làm trái xảy ra tại 4 Ngân hàng: Ngân hàng TMCP Sài Gòn Thương Tín (Sacombank), Ngân hàn",2,Báo Mới Online 24h,NEUTRAL,POST,Page,Personal Loan,SACOMBANK
"Phạm Công Danh đang phải thụ án 30 năm tù trong vụ án trước đó khi gây thiệt hại 9.000 tỉ đồng - Ảnh: T.L Cơ quan Cảnh sát điều tra Bộ Công an vừa kết thúc điều tra vụ án vi phạm quy định về cho vay, cố ý làm trái xảy ra tại 4 Ngân hàng gồm: Ngân hàng TMC",2,Báo Mới Online 24h,NEUTRAL,POST,Page,Personal Loan,SACOMBANK
"Bảo sao cước phí 13k/1 tháng cho thẻ bình thường ??? Click for more Posted by 160,978 Views Có Thể Bạn Chưa Biết ? · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn gì hay chăng ??",2,Bảo Nam,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Chào đón bạn gia nhập team mình nhé. Chuyên viên # Thươnghiệu , chỉ đơn giản là làm cho Khách hàng và Công chúng thêm yêu mến thương hiệu # Sacombank thôi à... Thử nha. Việc làm CHUYÊN VIÊN THƯƠNG HIỆU - Ngân Hàng TMCP Sài Gòn Thương Tín Ngân Hàng TMCP ",1,Bao Ngoc,NEUTRAL,POST,Personal,H.R,SACOMBANK
· “Tri Ân Khách Hàng – Gửi Lời Yêu Thương ” tới các bạn là SamFan và FptshopFan FPT Shop 224 Điện Biên gửi lời tri ân khách hàng đã thương yêu đến với Shop. Chương trình siêu khuyến mại đặc biệt : Dành cho khách hàng đã từng mua SamSung series S và Note t,3,Bảo Ngọc,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Anh em nào gửi tiền thì chú ý. Một cây làm chẳng lên non .... 3 cây chụm lại... thì thành tan hoang ) . Có tiền anh em cứ đổi hết ra đô mà vứt két nhá . Ú ớ sang năm lại đọp phát thì về ""mo"" luôn ) Click for more Posted by Watch More Watch Again Resume Vi",2,Bảo Ngọc,NEGATIVE,POST,Personal,Management,SACOMBANK
"Trầm Bê đâu rồi ? Ra đi sao không chào tui 1 tiếng Click for more Posted by 11,339 Views Cộng Hòa Thời Báo · Sacombank ""Ông Trầm Bê đâu?"" Nguồn Pavel Thao",2,Bao Nguyen,NEUTRAL,POST,Personal,Management,SACOMBANK
"Ông Trầm Bê đâu, sao không có mặt?
Sacombank có chuyện gì chăng ??
Nguồn: CATP",2,Báo Pháp Luật,NEUTRAL,POST,Page,Management,SACOMBANK
· Có neh sử dụng ngân hàng Sacombank ko troi cty mới doi ngân hàng Cổ đông Sacombank bức xúc và đòi đại gia Trầm Bê phải lộ diện chịu trách nhiệm Đại hội cổ đông thường niên 2017 của Sacombank ngày 30/6 đã bầu ông Dương Công Minh làm Chủ tịch HĐQT ngân hà,2,Bao Quoc,NEGATIVE,POST,Personal,Management,SACOMBANK
"tới lượt SACOMBANK chưa???.... mà trong tâm trí mình chỉ chờ ngày Agribank lên thớt.... cái hệ thống NH cồng kênh và dịch vụ tồi nhất Việt Nam! .......... dịch vụ trực tuyến của Agri như thời đồ đá vậy..... Là ông lớn của ngành mà công nghệ luôn là ""em út",2,Bao Quoc Nguyen Ngoc,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sớm hơn dự kiến ùi thì phải! Click for more Posted by Learn More goo.gl Watch Again Resume Video Learn More goo.gl Quà tặng cuộc sống Learn More goo.gl 49,141 Views Quà tặng cuộc sống · Sacombank có biến. anh em rút tiền nhanh :((",2,Bao Sang Huynh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sacombank thất thủ .!!! Click for more Posted by 436,320 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Bảo Tâm,NEGATIVE,POST,Personal,Management,SACOMBANK
"Cả nhà xem ngay nhé. Click for more Posted by 499,058 Views Công An Thành Phố · Ông Trầm Bê đâu, sao không có mặt? Sacombank có chuyện gì chăng ??",2,Bảo Thoa,NEUTRAL,POST,Personal,Management,SACOMBANK
· Đi cùng chương trình truyền thông đánh giá THƯƠNG HIỆU CHÂU Á - THÁI BÌNH DƯƠNG là những thương hiệu công ty tập đoàn hàng đầu VIỆT NAM • NGÂN HÀNG VIETINBANK • NGÂN HÀNG SACOMBANK • ĐH NGUYỄN TẤT THÀNH • MP LÁ HOUSE • HÃNG HÀNG KHÔNG # VIETJET_AIR ••••,1,Bảo Thư,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"Thay đổi hàng loạt nhân sự cấp cao tại Sacombank
#baotienphong",3,Báo Tiền Phong,NEUTRAL,POST,Page,H.R,SACOMBANK
"Bổ nhiệm quyền Tổng Giám đốc Sacombank từ 03/07
#baotienphong #Sacombank",3,Báo Tiền Phong,NEUTRAL,POST,Page,H.R,SACOMBANK
Cổ đông Sacombank đang rất bức xúc,2,Báo Tiền Phong,NEUTRAL,POST,Page,Management,SACOMBANK
"· LỰA CHỌN NGÂN HÀNG LÀM THẺ VISA DEBIT Với cá nhân nhỏ lẻ, thẻ của Vietcombank, Techcombank là lựa chọn tối ưu hơn cả, theo dõi biến động số dư liên tục. Sau đó thì mới tới các ngân hàng VPbank, Sacombank, Eximbank, SeaBank, ACB…",2,Bảo Trân,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Sacombank trời má Click for more Posted by 47,952 Views Hóng · Cổ đông Sacombank phản ứng dữ dội tại Đại hội cổ đông P/s: Lại không thấy ông Trầm Bê đâu??? Nguồn: Biến căng # hóng # bien -TN-",2,Bảo Trân,NEUTRAL,POST,Personal,Management,SACOMBANK
"Nó ăn hết mẹ rồi. Này thì Trầm Bê )) Click for more Posted by 18 Views Bluevn · Bạn đã xem chưa: Biến lớn tại ĐHCĐ Ngân hàng Sacombank. ""Ông Trầm Bê đâu, sao không có mặt?""",2,Bảo Trần,NEGATIVE,POST,Personal,Management,SACOMBANK
· Ae nào dùng sacombank ko chuyển giup em 2tr với ạ. Em gửi lại vcb,2,Bảo Trung,NEUTRAL,POST,Personal,No service,SACOMBANK
"· HOT HOT - IPHONE 7/7PLUS MÀU ĐỎ ĐÃ CÓ HÀNG TẠI FPTSHOP 114 ĐƯỜNG 3/2 Trả góp 0% qua thẻ tín dụng: VP Bank, VIB, TPBank, Techcombank, Sacombank, Maritime Bank, HSBC, Citibank, ANZ Tặng Voucher 500,000đ mua Apple Watch/Mac Thu cũ, đổi mới iPhone nhận cả m",3,Bảo Xuyên Lê,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Ngày 3.7, Ngân hàng TMCP Sài Gòn Thương tín (Sacombank) công bố bổ nhiệm Tổng giám đốc mới là bà Nguyễn Đức Thạch Diễm.",1,BÁO MỚI,NEUTRAL,POST,Page,H.R,SACOMBANK
"NH Sacombank đi xuống, rủi ro thuộc về người dân. Ông Trầm Bê đã biến mất kể như không ai biết lời hứa trước kia ntn, chỉ hai từ ""xin lỗi"" các tình yêu. Click for more Posted by 942,959 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Bap Luoc,NEGATIVE,POST,Personal,No service,SACOMBANK
· Lãi suất đồng loạt giảm vốn vào bất động sản có hụt ??? Liên quan đến việc Ngân hàng Nhà nước vừa có các văn bản giảm lãi suất từ ngày 10/7 với mục đích thúc đẩy tăng trưởng GDP và cho vay các lĩnh vực ưu tiên. Điều này có hạn chế nguồn vốn vào thị trườ,3,Bariavungtau Datnen,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"SACOM VỀ VS LIENVIET RỒI ^^ Ngân hàng Bưu điện Liên Việt · Chúc mừng Ông Dương Công Minh, Nguyên Chủ tịch LienVietPostBank đã được bầu với tỷ lệ phiếu cao nhất trở thành Tân Chủ tịch Sacombank! Nguồn tin và ảnh: http://cafef.vn/live-dhdcd-sacombank-ong-du",2,Bất Động Sản MrHùng,NEUTRAL,POST,Personal,H.R,SACOMBANK
Nhà mình có ai có tiền trên 3 triệu trog tk sacombank cho e nhờ vs ạ... E Xin cảm ơn và hậu tạ,2,Bảy Kiều,NEUTRAL,POST,Personal,No service,SACOMBANK
"Ông Phạm Công Danh lại vừa bị công an Việt Nam đề nghị truy tố vì làm thiệt hại 6.000 tỷ đồng ở  Ngân hàng Xây dựng Việt Nam (VNCB).

Trước đó, tại phiên tòa sơ thẩm xét xử vụ án thất thoát hơn 9.000 tỷ đồng tại VNCB, Tòa án nhân dân Thành phố Hồ Chí Minh",2,BBC Vietnamese,NEUTRAL,POST,Page,Personal Loan,SACOMBANK
"Nguy hiểm quá vậy hèn chi có qui định gửi 1 tỷ - 100..... tỷ ngân hàng phá sản đền 75 triệu hà .chơi gì quái chiêu vậy .má ơi Click for more Posted by 169,577 Views Có Thể Bạn Chưa Biết ? · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn gì hay c",2,Bđs Hào Lâm,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Sacombank có biến căng quá, mai đi rút tiền nhanh thôi...nguy hiểm nguy hiểm!!!! Chắc sắp banh xác rồi Click for more Posted by",2,Bđs Kiên Giang,NEGATIVE,POST,Personal,Management,SACOMBANK
Dương công minh nhận sacombank nhả sân gold,2,Bé Bùi,NEUTRAL,POST,Personal,H.R,SACOMBANK
"Tr đm ms làm thẻ Click for more Posted by 14,984 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. anh em rút tiền nhanh :((",2,Bé Đào,NEGATIVE,POST,Personal,Management,SACOMBANK
