Content,Service,Service Edit,Likes,Shares,Sentiment,User name,Theme
"các đại lý có bán linh kiện ,hoăc cần hỗ trợ thay linh kiện bạn vui lòng kết nối tổng đài 19006418 ,cám ơn bạn",No service,No service,0,0,Neutral,Karofi - Máy lọc nước thông minh,Trả lời mạng lưới phân phối
"Chào bạn, tại Đà Nẵng có địa chỉ đại lý của Karofi",No service,No service,0,0,Neutral,Karofi - Máy lọc nước thông minh,Trả lời mạng lưới phân phối
"Chào bạn, tại Đông Hưng - Thái Bình, bạn có thể đến đại lý Minh Ngân ở thị trấn Đông Hưng để tham khảo và mua sản phẩm của Karofi bạn nhé. Chân thành cảm ơn bạn.",No service,No service,0,0,Neutral,Karofi - Máy lọc nước thông minh,Trả lời mạng lưới phân phối
Karofi Tuấn Lương lại có hình ảnh nhận diện mới đây các bác ak.,No service,No service,4,2,Neutral,Karofi Luong Tai,marketing/pr
"Em cung cấp máy lọc nước gia đình chính hãng Geyser của Nga các bác nhé. Có nhu cầu liên hệ e các bác nhé Máy lọc nước Geyser Ecotar chính hãng - 5.490.000 VNĐ - LH: 0127.670.6666 -\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-Cam kết bán hàng chính hãng 100% nhập khẩu Nga. - Có tem CO, CQ rõ ràng. - Cam kết chất lượng nước đầu ra: + Không dùng điện. + Không nước thừa. + Không tốn diện tích. + Nước uống đảm bảo còn khoáng tự nhiên tốt cho cơ thể. - Giá: 5.490.000 VNĐ - Bên ngoài bán máy này không dưới 6 triệu/máy nhé mọi người. E cam kết bán chuẩn giá, chuẩn giá trị máy nhé! - Ngoài ra bên em còn có dịch vụ thay các lõi lọc nước đối với các khách hàng vẫn đang sử dụng các loại máy lọc nước như Karofi, Kangoru,.. và có dịch vụ xét nghiệm nước cho khách hàng yêu cầu nhé! - Bảo hành chất lượng, nên khách hàng yên tâm khi sử dụng dịch vụ bên em! - Liên hệ mua máy: 0127.670.6666",No service,No service,0,0,Neutral,Tiêu Nhiên,khác
Máy loc nước KAROFI quy chuẩn uống nước trực tiếp.,No service,No service,0,0,Neutral,Khánh Thuật Tang,marketing/pr
"3.700.000 ₫ Máy lọc nước Karofi KT70 - Mang đến nguồn nước sạch cho gia đình bạn Dựa trên nhu cầu sử dụng nước sạch của người dân Việt Nam, qua quá trình nghiên cứu kỹ lương, Karofi đã cho ra đời loại máy lọc nước KT70, đem đến cho các gia đình Việt nguồn nước sạch trong lành. Máy lọc nước Karofi KT70 có 7 cấp lọc, bình áp được làm từ thép thông dụng. Màng lọc RO Dow Filmtec được nhập khẩu trực tiếp từ Mỹ. Thông số kỹ thuật của máy - Bộ lọc: Bao gồm 7 lõi lọc. Lõi số 1 đến lõi số 4 có chức năng làm sạch nước. Lõi số 5 đến lõi số 7 giúp tạo vị ngọt cho nước và bổ sung các khoáng chất cần thiết cho cơ thể. - Sử dụng công nghệ tiêu chuẩn RO. - Công suất lọc: 10 l/h - Nước qua máy lọc có thể sử dụng trực tiếp mà không cần đun sôi. Tính năng của máy - Loại bỏ hoàn toàn các kim loại nặng, asen và các chất gây hại cho cơ thể con người đến 99,99%. - Loại bỏ hoàn toàn các vi khuẩn, virus gây bệnh tồn tại trong nước. - Bổ sung thêm các khoáng chất cần thiết cho cơ thể. - Lọc nước tinh khiết đã qua xử lý thô, nước máy, nước nhiễm đá vôi cao. Nước sau khi lọc có thể uống trực tiếp. lh: 0975793749",No service,No service,1,0,Neutral,Giang Hương,marketing/pr
"KAROFI tự hào là thương hiệu máy lọc nước đầu tiên tại Việt Nam tiên phong kiểm định và đạt Quy chuẩn kỹ thuật quốc gia QCVN6-1:2010/BYT - Quy chuẩn cao nhất dành cho uống trực tiếp. Đảm bảo an toàn tuyệt đối khi uống trực tiếp. #Karofi_maylocnuocthongminh, #qcvn6-1, #chuanquocgianuocuongtructiep Nếu các bạn quan tâm đến Máy lọc nước thông minh Karofi hãy để lại comment hoặc gọi hotline 0236.6556.386, chúng tôi sẽ liên hệ lại ngay!",No service,No service,0,0,Neutral,Máy Lọc Nước Karofi tại Đà Nẵng- Quảng Nam- Quảng Ngãi,marketing/pr
"KAROFI tự hào là thương hiệu máy lọc nước đầu tiên tại Việt Nam tiên phong kiểm định và đạt Quy chuẩn kỹ thuật quốc gia QCVN6-1:2010/BYT - Quy chuẩn cao nhất dành cho uống trực tiếp.
Đảm bảo an toàn tuyệt đối khi uống trực tiếp.
#Karofi_maylocnuocthongminh, #qcvn6-1, #chuanquocgianuocuongtructiep
Nếu các bạn quan tâm đến Máy lọc nước thông minh Karofi hãy để lại comment hoặc gọi hotline 0236.6556.386, chúng tôi sẽ liên hệ lại ngay!",No service,No service,48,1,Neutral,Máy Lọc Nước Karofi tại Đà Nẵng- Quảng Nam- Quảng Ngãi,marketing/pr
Bạn có thể mua lõi về tự thay hoặc liên hệ tổng đài 19006418 để được nhân viên hỗ trợ bạn nhé.,No service,No service,0,0,Neutral,Karofi - Máy lọc nước thông minh,đặc tính
Tìm hiểu rõ trước khi sử dụng. Không thì tiền mất tật mang. KAROFI - ĐƠN VỊ DUY NHẤT ĐẠT CHỨNG NHẬN QCVN6-1:2010/BYT TẠI VIỆT NAM Phân tích mẫu đánh giá chất lượng nước đầu ra của thiết bị lọc nước Karofi bằng ICP-MS nioeh.org.vn,No service,No service,0,0,Neutral,Luu Tien Thanh,marketing/pr
"KAROFI tự hào là thương hiệu máy lọc nước đầu tiên tại Việt Nam tiên phong kiểm định và đạt Quy chuẩn kỹ thuật quốc gia QCVN6-1:2010/BYT - Quy chuẩn cao nhất dành cho uống trực tiếp.
Đảm bảo an toàn tuyệt đối khi uống trực tiếp.
#Karofi_maylocnuocthongminh, #qcvn6-1, #chuanquocgianuocuongtructiep",No service,No service,45,10,Neutral,Karofi - Máy lọc nước thông minh,marketing/pr
"Ô nhiễm không khí, ô nhiễm nguồn nước..... Không biết nói gì luôn... ngoài câu, CẦN NƯỚC LỌC SẠCH THÌ CHỌN MÁY LỌC NƯỚC KAROFI... Rất nhiều khách hàng từ Bắc vào Nam đã tin dùng sản phẩm này rồi a! KAROFI tự hào là thương hiệu máy lọc nước đầu tiên tại Việt Nam tiên phong kiểm định và đạt Quy chuẩn kỹ thuật quốc gia QCVN6-1:2010/BYT - Quy chuẩn cao nhất dành cho uống trực tiếp. Đảm bảo an toàn tuyệt đối khi uống trực tiếp. https://www.facebook.com/karoficantho/?fref=ts https://www.facebook.com/congtykarofi/… Lê Nguyễn Hương Trà 4 photos and a video Follow EM GÁI HẬU GIANG ♩♩ Trong năm 2016, cùng với Formosa, Hà Tĩnh và thép Cà Ná, Ninh Thuận, thì dự án nhà máy giấy Lee & Man của Tập đoàn Giấy Lee & Man, Hong Kong đóng tại cụm công nghiệp Phú Hữu A, huyện Châu Thành, Hậu Giang cũng gặp phải nhiều phản ứng gay gắt về vấn đề môi trường khi chuẩn bị đi vào hoạt động. Đây là dự án đứng top 5 nhà máy sản xuất giấy lớn nhất thế giới với mức đầu tư 1,2 tỉ USD. Nếu chạy, mỗi năm dự sẽ xả thải khoảng 28.500 tấn xút (NaOH) ra sông Hậu. … Khoảng 6.2016, rất nhiều cơ quan báo chí đồng loạt đặt vấn đề về NM Giấy Lee&Man ©Một Thế Giới làm loạt bài rất hay. Cho biết, lãnh đạo Lee & Man khẳng định không xài NaOH trong hoạt động sản xuất, tuy nhiên đã bị PGS.TS Lê Anh Tuấn, Phó viện trưởng Viện Nghiên cứu biến đổi khí hậu ĐBSCL (ĐH Cần Thơ) chửi, kêu là nói xạo. Vì ĐBSCL không có nguồn nguyên liệu phục vụ cho sản xuất giấy nên nguồn chủ yếu nhập từ những thứ đã sử dụng rồi về tái chế, tẩy trắng lại. Và có giấy nào được tẩy trắng mà không sử dụng xút và cũng không có công nghệ tẩy nào trên thế giới mà không sử dụng xút. Nếu nói không xài xút thì phải công khai các hoá chất khác! Đó là chưa kể, việc xét duyệt cho phép Nhà máy giấy Lee & Man hoạt động đã vi phạm Luật Bảo vệ môi trường và được UBND huyện Châu Thành cấp giấy xác nhận đăng ký cam kết BVMT, chỉ mang tính chất hình thức, không thông qua hội đồng khoa học thẩm tra, đánh giá. … Ngày 10.2 Sở Tài Môi Hậu Giang cho biết, theo yêu cầu của Bộ TN&MT, Lee & Man Việt Nam đã tạm dừng chạy thử nghiệm. Vào ngày 22.2 thì tui nhận được tin từ Lee & Man là đã hoàn thành xong thù tục cấp phép và sau đó, nhà máy đã vận hành trở lại từ ngày 8.3, ha! Tin mới nhất từ Tuổi Trẻ sáng nay 30.3, các hộ dân sống tại ấp Phú Xuân (TT Mái Dầm, huyện Châu Thành, Hậu Giang) cách Nhà máy giấy Lee & Man khoảng 200m cho biết, ban đêm mà mùi thúi như nằm... hầm cầu nên ngủ cũng phải bịt khẩu trang. Theo dõi tiếp vụ NM Giấy này© http://tuoitre.vn/…/dan-keu-cuu-vi-o-nhiem-tu-…/1288934.html . Ờ, theo tui biết là hoạt động thử nghiệm trong 6 tháng nhưng đã bán được 1 số hàng! . Lee & Man là một trong những nhà máy sản xuất giấy lớn nhất tại Trung Quốc, thành lập 1994, có chi nhánh tại Hong Kong từ 2003. Nhà máy hiện đã trở thành công ty quốc tế, sản xuất tại Quảng Đông, Giang Tô, Trùng Khánh, Quảng Tây (Trung Quốc), California (Hoa Kỳ); và còn có văn phòng tại Los Angeles, New York, châu Âu. Ngay tại quê hương, nhà máy giấy Lee & Man gây nhiều tai tiếng và từng bị Bộ Bảo vệ Môi trường Trung Quốc yêu cầu phải ngưng sản xuất vì xả thải bất hợp pháp ra Dương Tử - con sông dài nhất châu Á. Đó là nỗi lo không phải vô duyên vô cớ! Nguồn nước trên sông Mekong đang ngày càng diễn biến phức tạp do biến đổi khí hậu, nước biển dâng cùng các hoạt động bất thường của mấy đập thủy điện vùng thượng lưu. Cần có những đánh giá sáng suốt và xem xét lại hoạt động của các nhà máy sản xuất trong khu vực này! (Hình) nhà máy giấy Lee&Man của nhà báo Hồ Hùng – Motthegioi gửi từ Hậu Giang (clip) của VTC14 về hiện trạng xả thải ra sông Hậu!",No service,No service,0,0,Neutral,Lâm ÝNguyện,marketing/pr
"MÁY LỌC NƯỚC KAROFI K7I-1 GIÁ : 5580K KÈM QUÀ TẶNG HẤP DẪN 1. Nồi cơm điện Aidi 1.8 lit 2. Bộ 3 lõi lọc chính hãng 3. Miễn 200k phí lắp đặt Hãng:KAROFIModel: K7I-1 Máy có thiết kế hiện đại, sử dụng màng RO Filmtec DOW-USA với hệ thống 7 lõi lọc giúp loại bỏ hoàn toàn vi khuẩn, các chất độc hại có trong nước. - Kiểu dáng hiện đại, kích thước nhỏ gọn phù hợp cho việc lắp đặt mọi nơi trong không gian gia đình. -Cung cấp nước tinh khiết và nhiều khoáng chất hơn nước uống khác do loại bỏ clo và các chất gây ô nhiễm, vi khuẩn trong nước. -Loại bỏ hoàn toàn các độc tố như ion kim loại nặng, asen, amoni, chì... để cung cấp nguồn nước tinh khiết cho gia đình bạn. -Karofi K7I-1 trang bị hệ thống thông minh 7 cấp lọc giúp ngăn ngừa chất độc hại xâm nhập vào cơ thể, bảo vệ sức khỏe cho cả gia đình bạn. -Sử dụng ngay tại vòi mà không cần tốn thời gian đun sôi. Chất lượng nước thanh trùng, tinh khiết, đảm bảo vệ sinh an toàn tuyệt đối. - Công suất lọc từ 10-15 lít/giờ, đáp ứng tốt nhu cầu sử dụng nước tinh khiết hằng ngày của các hộ gia đình.",No service,No service,0,0,Neutral,PhươngAnh HP,marketing/pr
Bán máy lọc nước trả góp. Hãy đến đại lý thu thịnh để được mua máy lọc nước KAROFI Trả góp lãi xuất 0%.,No service,No service,2,0,Neutral,Nguyễn Đình Thịnh,marketing/pr
"Sắp mùa hè rồi đun nước thì tốn điện , uống nước lọc bình không đảm bảo . Vậy chúng ta phải làm sao ? Đùng lo đã có giải pháp nhé cả nhà Máy lọc nước thông minh Karofi iRO 2.0, 7 cấp Model: K7IQ-2 Công suất lọc: 10l/h Màng lọc: Màng roFilmtec 50 Điện áp : 220V- 50Hz Điện năng tiêu thụ: 24w/h Kích thước có tủ: 850*430*330mm Van điện từ: karofi Tính năng ưu việt nổi bật: - Hiển thị mức độ tinh kiết của nước -Tự động báo thay lõi - Tự động cảnh báo rò rỉ nước - Tự động sục rửa màng RO Bình áp Hybrid chất liệu cao cấp siêu bền với lớp vỏ nhựa sang trọng, khung thép chắc chắn, an toàn, dã được kiểm nghiệm chặt chẽ BẢO HÀNH 2 NĂM",No service,No service,0,0,Neutral,PhươngAnh HP,marketing/pr
"[ CƠ HỘI TRỞ THÀNH ĐẠI SỨ THƯƠNG HIỆU KAROFI ] 
☔☔☔ CƠN MƯA TUYỂN DỤNG : NHÂN VIÊN TƯ VẤN BÁN HÀNG TẠI SIÊU THỊ 
⚡⚡  Bạn là một chuyên gia trong lĩnh vực bán hàng ?
## Bạn thích thể hiện bản thân ? 
## Kỹ năng giao tiếp,  chăm sóc khách hàng đạt chuẩn 
##  Bạn giỏi ở đâu? Bạn muốn làm gì? chúng ta sẽ cùng nhau làm nên những điều kỳ diệu <3 
⛔⛔ CẨN THẬN NỔ TUNG VỚI MỨC LƯƠNG, THƯỞNG VÀ CHẾ ĐỘ ĐÃI NGỘ QUÁ NHIỀU -> BẠN CẦN PHẢI SẴN SÀNG CHUẨN BỊ TÂM LÝ ĐỂ TIẾP NHẬN 
WELCOME BẠN : 
✋Trần Anh Hà Nam
✋Trần Anh Thanh Hóa
✋Trần Anh Aeon
✋Trần Anh Bắc Giang
✋Mediamart Vĩnh Phúc
✋Mediamart Trường Chinh
✋Mediamart Thái Nguyên
✋Mediamart Kinh Môn - Hải Dương
✋Mediamart Phúc Yên
✋Trần Anh Quảng Bình

☀☀☀Đừng ngại ngần inbox và chia sẻ cho mình câu chuyện của bạn, và liên hệ ngay với chúng tôi qua mail : hatt@karofi.com hoặc gửi CV vào mail tuyendung1@karofi.com hoặc tuyendung4@karofi.com nhé",No service,No service,7,4,Neutral,Karofi Việt Nam - Tuyển Dụng,tuyển dụng
"[ CƠ HỘI TRỞ THÀNH ĐẠI SỨ THƯƠNG HIỆU KAROFI ]  CƠN MƯA TUYỂN DỤNG : NHÂN VIÊN TƯ VẤN BÁN HÀNG TẠI SIÊU THỊ Bạn là một chuyên gia trong lĩnh vực bán hàng ? Bạn thích thể hiện bản thân ? Kỹ năng giao tiếp, chăm sóc khách hàng đạt chuẩn Bạn giỏi ở đâu? Bạn muốn làm gì? chúng ta sẽ cùng nhau làm nên những điều kỳ diệu  CẨN THẬN NỔ TUNG VỚI MỨC LƯƠNG, THƯỞNG VÀ CHẾ ĐỘ ĐÃI NGỘ QUÁ NHIỀU -> BẠN CẦN PHẢI SẴN SÀNG CHUẨN BỊ TÂM LÝ ĐỂ TIẾP NHẬN WELCOME BẠN : Trần Anh Hà Nam Trần Anh Thanh Hóa Trần Anh Aeon Trần Anh Bắc Giang Mediamart Vĩnh Phúc Mediamart Trường Chinh Mediamart Thái Nguyên Mediamart Kinh Môn - Hải Dương Mediamart Phúc Yên Trần Anh Quảng Bình Đừng ngại ngần inbox và chia sẻ cho mình câu chuyện của bạn, và liên hệ ngay với chúng tôi qua mail : hatt@karofi.com hoặc gửi CV vào mail tuyendung@karofi.com nhé",No service,No service,0,0,Neutral,Karofi Việt Nam - Tuyển Dụng,tuyển dụng
FREE Hà Nội Máy KAROFI 8 cấp giá 3500k Máy VESTA 10 cấp ( 5 thô 5 khoáng ) giá 3100k,No service,No service,0,0,Neutral,Đỗ Xuân Hải,marketing/pr
FREE Hà Nội Máy KAROFI 8 cấp lọc giá 3500k Máy VESTA 10 cấp lọc ( 5 thô 5 khoáng ) giá 3100k,No service,No service,0,0,Neutral,Đỗ Xuân Hải,marketing/pr
